mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activation,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,strategy
0.029319095611572265,0.010313358322290874,0.0035344600677490235,0.0003145177050337444,tanh,0.0001,"(64,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.42105263157894735,0.4,0.6666666666666666,0.3076923076923077,0.6086956521739131,0.48082145162236695,0.13488393120846046,22,0.4788732394366197,0.5974025974025974,0.6753246753246753,0.4657534246575342,0.5333333333333333,0.550137454030952,0.07795827771397579,SMA20_50
0.028792190551757812,0.0033106578606090778,0.0039398193359375,0.0008805019679046523,tanh,0.0001,"(64,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.7,0.5454545454545454,0.631578947368421,0.5263157894736842,0.7619047619047619,0.6330508088402824,0.08961380642714306,4,0.7209302325581395,0.7727272727272727,0.7804878048780488,0.7317073170731707,0.7160493827160493,0.7443804019905362,0.0269089345932113,SMA20_50
0.028655004501342774,0.004598184286890414,0.004594087600708008,0.0015426808379501505,tanh,0.0001,"(32, 16)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.2,0.36363636363636365,0.18181818181818182,0.42857142857142855,0.23480519480519485,0.15052928489073134,28,0.2727272727272727,0.23255813953488372,0.14634146341463414,0.1951219512195122,0.05263157894736842,0.17987608116873424,0.07608536460399827,SMA20_50
0.02798018455505371,0.005605906454310022,0.003326749801635742,0.00023271590879164476,tanh,0.0001,"(32, 16)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.3076923076923077,0.6363636363636364,0.5555555555555556,0.3333333333333333,0.8181818181818182,0.5302253302253301,0.19137048040866944,16,0.5084745762711864,0.7560975609756098,0.7435897435897436,0.2978723404255319,0.7901234567901234,0.6192315356104391,0.18917724910122521,SMA20_50
0.031737565994262695,0.0170180314436144,0.003261375427246094,0.00019261780197044672,tanh,0.001,"(32,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.5555555555555556,0.375,0.5263157894736842,0.4,0.64,0.49937426900584797,0.0989969523089721,19,0.4657534246575342,0.4722222222222222,0.5135135135135135,0.5066666666666667,0.5945945945945946,0.5105500843309063,0.045963264206217325,SMA20_50
0.033557558059692384,0.019860149203791103,0.007195520401000977,0.00709294845901489,tanh,0.001,"(32,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.5333333333333333,0.6666666666666666,0.6,0.6,0.5833333333333334,0.5966666666666667,0.042687494916218975,10,0.6493506493506493,0.7160493827160493,0.6493506493506493,0.7160493827160493,0.5555555555555556,0.6572711239377906,0.05895980342012706,SMA20_50
0.03716235160827637,0.004278193409282449,0.00494680404663086,0.0024810631015494532,tanh,0.001,"(64,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.42105263157894735,0.4,0.6666666666666666,0.3076923076923077,0.6086956521739131,0.48082145162236695,0.13488393120846046,22,0.4788732394366197,0.5974025974025974,0.6753246753246753,0.4657534246575342,0.5333333333333333,0.550137454030952,0.07795827771397579,SMA20_50
0.03878273963928223,0.012720757367189667,0.004112100601196289,0.0009451321651712516,tanh,0.001,"(64,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.7,0.5454545454545454,0.631578947368421,0.5263157894736842,0.7619047619047619,0.6330508088402824,0.08961380642714306,4,0.7209302325581395,0.7727272727272727,0.7804878048780488,0.7317073170731707,0.7160493827160493,0.7443804019905362,0.0269089345932113,SMA20_50
0.04655790328979492,0.029408043463721466,0.009607172012329102,0.011565642586414817,tanh,0.001,"(32, 16)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.2,0.36363636363636365,0.18181818181818182,0.42857142857142855,0.23480519480519485,0.15052928489073134,28,0.2727272727272727,0.23255813953488372,0.14634146341463414,0.1951219512195122,0.05263157894736842,0.17987608116873424,0.07608536460399827,SMA20_50
0.04382061958312988,0.018691075982541248,0.006636667251586914,0.002206316366273516,tanh,0.001,"(32, 16)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.3076923076923077,0.6363636363636364,0.5555555555555556,0.3333333333333333,0.8181818181818182,0.5302253302253301,0.19137048040866944,16,0.5084745762711864,0.7560975609756098,0.7435897435897436,0.2978723404255319,0.7901234567901234,0.6192315356104391,0.18917724910122521,SMA20_50
0.03549847602844238,0.010827925250818894,0.004871511459350586,0.002491794440567269,tanh,0.01,"(32,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.5555555555555556,0.375,0.5263157894736842,0.4,0.64,0.49937426900584797,0.0989969523089721,19,0.4657534246575342,0.4722222222222222,0.5066666666666667,0.5066666666666667,0.5945945945945946,0.5091807149615369,0.04595656958550857,SMA20_50
0.037421798706054686,0.007843049612077277,0.005059003829956055,0.002501596899446443,tanh,0.01,"(32,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.5333333333333333,0.6666666666666666,0.6,0.6,0.5833333333333334,0.5966666666666667,0.042687494916218975,10,0.6493506493506493,0.7160493827160493,0.6493506493506493,0.7160493827160493,0.547945205479452,0.6557490539225699,0.061604883258524444,SMA20_50
0.04125027656555176,0.017780496590082726,0.004229974746704101,0.0017649540800615958,tanh,0.01,"(64,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.42105263157894735,0.4,0.6666666666666666,0.3076923076923077,0.6086956521739131,0.48082145162236695,0.13488393120846046,22,0.4788732394366197,0.5974025974025974,0.6753246753246753,0.4657534246575342,0.5333333333333333,0.550137454030952,0.07795827771397579,SMA20_50
0.0231992244720459,0.0008550266740024689,0.003355598449707031,0.00030714530493099147,tanh,0.01,"(64,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.7,0.5454545454545454,0.631578947368421,0.5263157894736842,0.7619047619047619,0.6330508088402824,0.08961380642714306,4,0.7209302325581395,0.7727272727272727,0.7654320987654321,0.7317073170731707,0.7160493827160493,0.7413692607680129,0.023300422061498058,SMA20_50
0.024692630767822264,0.0024818382261688437,0.0043756961822509766,0.002428843934858777,tanh,0.01,"(32, 16)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.2,0.36363636363636365,0.18181818181818182,0.42857142857142855,0.23480519480519485,0.15052928489073134,28,0.2727272727272727,0.23255813953488372,0.14634146341463414,0.1951219512195122,0.05263157894736842,0.17987608116873424,0.07608536460399827,SMA20_50
0.026410245895385744,0.002776548672715372,0.003382301330566406,0.00022662292830534687,tanh,0.01,"(32, 16)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.3076923076923077,0.6363636363636364,0.5555555555555556,0.3333333333333333,0.8181818181818182,0.5302253302253301,0.19137048040866944,16,0.5084745762711864,0.7560975609756098,0.7435897435897436,0.2978723404255319,0.7901234567901234,0.6192315356104391,0.18917724910122521,SMA20_50
0.025723981857299804,0.003590856969809727,0.0036823272705078123,0.00040943475911373007,relu,0.0001,"(32,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,34,0.0,0.19047619047619047,0.19047619047619047,0.18181818181818182,0.5384615384615384,0.22024642024642027,0.17493919501464872,RSI40
0.02417788505554199,0.0018910409535009686,0.0037383079528808595,0.0007531568663310506,relu,0.0001,"(32,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.5454545454545454,0.3333333333333333,0.5714285714285714,0.6,0.5,0.5100432900432901,0.09427788279561161,18,0.8333333333333334,0.4166666666666667,0.6666666666666666,0.7567567567567568,0.7096774193548387,0.6766201685556524,0.14124345362369983,RSI40
0.0222475528717041,0.002003348426665607,0.00406336784362793,0.001053053618882803,relu,0.0001,"(64,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.6666666666666666,0.5454545454545454,0.7272727272727273,0.7272727272727273,0.6,0.6533333333333333,0.07154596151938769,1,0.6818181818181818,0.7111111111111111,0.6363636363636364,0.6511627906976745,0.7391304347826086,0.6839172309546424,0.037753433531966994,RSI40
0.021346378326416015,0.0014129984081718999,0.003652667999267578,0.0004884932800843598,relu,0.0001,"(64,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.6153846153846154,0.4444444444444444,0.7272727272727273,0.6,0.6,0.5974203574203575,0.09011025644506243,7,0.7272727272727273,0.8571428571428571,0.7804878048780488,0.75,0.782608695652174,0.7795024169891613,0.043902143455099775,RSI40
0.024759864807128905,0.002960050937729462,0.005296230316162109,0.0015963532134275944,relu,0.0001,"(32, 16)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.0,0.0,0.0,0.4,0.08,0.16,31,0.2,0.09523809523809523,0.1,0.0,0.09523809523809523,0.0980952380952381,0.0632885627650901,RSI40
0.026792001724243165,0.0038394990585548993,0.0036206722259521486,0.0003444567271644674,relu,0.0001,"(32, 16)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.7692307692307693,0.5,0.5714285714285714,0.5,0.5714285714285714,0.5824175824175823,0.09871777881967346,10,0.8947368421052632,0.918918918918919,0.8717948717948718,0.7777777777777778,0.7647058823529411,0.8455868585899544,0.06264180020631552,RSI40
0.03945202827453613,0.006475462763213247,0.003841876983642578,0.0009948273070292215,relu,0.001,"(32,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,34,0.0,0.19047619047619047,0.19047619047619047,0.18181818181818182,0.5384615384615384,0.22024642024642027,0.17493919501464872,RSI40
0.037267303466796874,0.011087997433625325,0.004949712753295898,0.0016292383911991298,relu,0.001,"(32,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.5454545454545454,0.3333333333333333,0.5714285714285714,0.6,0.5,0.5100432900432901,0.09427788279561161,18,0.8333333333333334,0.4166666666666667,0.6666666666666666,0.7567567567567568,0.7096774193548387,0.6766201685556524,0.14124345362369983,RSI40
0.04584670066833496,0.008890359960916873,0.005848455429077149,0.002658009729177072,relu,0.001,"(64,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.6666666666666666,0.5454545454545454,0.7272727272727273,0.7272727272727273,0.6,0.6533333333333333,0.07154596151938769,1,0.6818181818181818,0.7111111111111111,0.6363636363636364,0.6511627906976745,0.7391304347826086,0.6839172309546424,0.037753433531966994,RSI40
0.04880480766296387,0.019276875958720293,0.009842157363891602,0.007143437040144829,relu,0.001,"(64,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.6153846153846154,0.4444444444444444,0.7272727272727273,0.6,0.6,0.5974203574203575,0.09011025644506243,7,0.7272727272727273,0.8571428571428571,0.7804878048780488,0.75,0.782608695652174,0.7795024169891613,0.043902143455099775,RSI40
0.04471902847290039,0.017194834689774587,0.005796480178833008,0.00285652475161899,relu,0.001,"(32, 16)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.0,0.0,0.0,0.4,0.08,0.16,31,0.2,0.09523809523809523,0.1,0.0,0.09523809523809523,0.0980952380952381,0.0632885627650901,RSI40
0.04864325523376465,0.01767185299153548,0.005390262603759766,0.002020018970759871,relu,0.001,"(32, 16)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.7692307692307693,0.5,0.5714285714285714,0.5,0.5714285714285714,0.5824175824175823,0.09871777881967346,10,0.8947368421052632,0.918918918918919,0.8717948717948718,0.7777777777777778,0.7647058823529411,0.8455868585899544,0.06264180020631552,RSI40
0.027757978439331053,0.004234428642090426,0.004182624816894531,0.0007874269350746201,relu,0.01,"(32,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,34,0.0,0.19047619047619047,0.19047619047619047,0.18181818181818182,0.5384615384615384,0.22024642024642027,0.17493919501464872,RSI40
0.032477951049804686,0.007901134552055347,0.005629634857177735,0.0028174669066712687,relu,0.01,"(32,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.5454545454545454,0.3333333333333333,0.5714285714285714,0.6,0.5,0.5100432900432901,0.09427788279561161,18,0.8333333333333334,0.4166666666666667,0.6666666666666666,0.7567567567567568,0.7096774193548387,0.6766201685556524,0.14124345362369983,RSI40
0.04862394332885742,0.012869045539356513,0.007346105575561523,0.006547944450232383,relu,0.01,"(64,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.6666666666666666,0.5454545454545454,0.7272727272727273,0.7272727272727273,0.6,0.6533333333333333,0.07154596151938769,1,0.6818181818181818,0.7111111111111111,0.6363636363636364,0.6511627906976745,0.7391304347826086,0.6839172309546424,0.037753433531966994,RSI40
0.04473567008972168,0.018961338258597887,0.003954935073852539,0.0003812706666374356,relu,0.01,"(64,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.6153846153846154,0.4444444444444444,0.7272727272727273,0.6,0.6,0.5974203574203575,0.09011025644506243,7,0.7272727272727273,0.8571428571428571,0.7804878048780488,0.75,0.782608695652174,0.7795024169891613,0.043902143455099775,RSI40
0.037477731704711914,0.006039248737392121,0.007317876815795899,0.003400262596143638,relu,0.01,"(32, 16)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.0,0.0,0.0,0.4,0.08,0.16,31,0.2,0.09523809523809523,0.1,0.0,0.09523809523809523,0.0980952380952381,0.0632885627650901,RSI40
0.07351670265197754,0.01707635051051031,0.007622051239013672,0.0036026211491928637,relu,0.01,"(32, 16)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.6666666666666666,0.5,0.5714285714285714,0.5,0.5714285714285714,0.5619047619047619,0.06135285107964344,12,0.8947368421052632,0.9473684210526315,0.8717948717948718,0.7777777777777778,0.7647058823529411,0.851276759016697,0.06991422775996524,RSI40
0.041547203063964845,0.010007649462089806,0.0068873405456542965,0.0034792858914549428,tanh,0.0001,"(32,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.4,0.5,0.4444444444444444,0.8571428571428571,0.5714285714285714,0.5546031746031745,0.16176028412057905,13,0.625,0.5454545454545454,0.6060606060606061,0.5294117647058824,0.5714285714285714,0.575471097529921,0.035854226439874126,RSI40
0.04040031433105469,0.008253808460654839,0.004087400436401367,0.0003968015647081465,tanh,0.0001,"(32,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6,0.5,0.5088888888888888,0.11683057269417703,21,0.8235294117647058,0.8571428571428571,0.7428571428571429,0.9230769230769231,0.7222222222222222,0.8137657114127702,0.07393792412493727,RSI40
0.04683198928833008,0.015734628262519076,0.007901382446289063,0.003605018070975188,tanh,0.0001,"(64,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.36363636363636365,0.25,0.6,0.4444444444444444,0.6,0.45161616161616164,0.13599741320454112,25,0.5142857142857142,0.55,0.47368421052631576,0.47368421052631576,0.6153846153846154,0.5254077501445923,0.05324465008675538,RSI40
0.03644413948059082,0.003977675093120471,0.005905675888061524,0.0030905175535987477,tanh,0.0001,"(64,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.7272727272727273,0.4444444444444444,0.75,0.7272727272727273,0.6,0.6497979797979798,0.11549461556217551,4,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.8421052631578947,0.8205128205128205,0.8214125056230319,0.022878817226512974,RSI40
0.03211374282836914,0.007530900391496615,0.004264211654663086,0.0007845144213137377,tanh,0.0001,"(32, 16)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.5714285714285714,0.3333333333333333,0.4,0.0,0.26095238095238094,0.2267866829125671,28,0.48,0.2,0.36363636363636365,0.1,0.19047619047619047,0.2668225108225108,0.13633878588930967,RSI40
0.03797454833984375,0.004742979242984552,0.008294010162353515,0.007517154551933362,tanh,0.0001,"(32, 16)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.0,0.5714285714285714,0.3333333333333333,0.6,0.8,0.4609523809523809,0.2739548268702942,22,0.48,0.8235294117647058,0.8125,0.8888888888888888,0.8205128205128205,0.7650862242332831,0.1451461573034867,RSI40
0.041321516036987305,0.005695362216389485,0.0076348304748535155,0.004181046225299602,tanh,0.001,"(32,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.4,0.5,0.4444444444444444,0.8571428571428571,0.5714285714285714,0.5546031746031745,0.16176028412057905,13,0.625,0.5454545454545454,0.6060606060606061,0.5294117647058824,0.5714285714285714,0.575471097529921,0.035854226439874126,RSI40
0.035082435607910155,0.009270825266252706,0.004759979248046875,0.0005580699570514711,tanh,0.001,"(32,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.6666666666666666,0.3333333333333333,0.4444444444444444,0.7272727272727273,0.5,0.5343434343434343,0.144497412058567,16,0.8235294117647058,0.8571428571428571,0.7428571428571429,0.9230769230769231,0.7222222222222222,0.8137657114127702,0.07393792412493727,RSI40
0.031100654602050783,0.006389967022084476,0.005250072479248047,0.0007503567247163852,tanh,0.001,"(64,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.36363636363636365,0.25,0.6,0.4444444444444444,0.6,0.45161616161616164,0.13599741320454112,25,0.5142857142857142,0.55,0.47368421052631576,0.47368421052631576,0.6153846153846154,0.5254077501445923,0.05324465008675538,RSI40
0.03348031044006348,0.005054916390805449,0.007131624221801758,0.003713225427412503,tanh,0.001,"(64,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.7272727272727273,0.4444444444444444,0.75,0.7272727272727273,0.6,0.6497979797979798,0.11549461556217551,4,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.8421052631578947,0.8205128205128205,0.8214125056230319,0.022878817226512974,RSI40
0.04800095558166504,0.011322513189524923,0.005446767807006836,0.0020754475409603193,tanh,0.001,"(32, 16)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.5714285714285714,0.3333333333333333,0.4,0.0,0.26095238095238094,0.2267866829125671,28,0.48,0.2,0.36363636363636365,0.1,0.19047619047619047,0.2668225108225108,0.13633878588930967,RSI40
0.05917534828186035,0.02978319147304772,0.011113834381103516,0.00439997860059767,tanh,0.001,"(32, 16)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.0,0.5714285714285714,0.3333333333333333,0.6,0.8,0.4609523809523809,0.2739548268702942,22,0.48,0.8235294117647058,0.8125,0.8888888888888888,0.8205128205128205,0.7650862242332831,0.1451461573034867,RSI40
0.04164595603942871,0.01331457294792681,0.00815114974975586,0.0030020447741684613,tanh,0.01,"(32,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.4,0.5,0.4444444444444444,0.8571428571428571,0.5714285714285714,0.5546031746031745,0.16176028412057905,13,0.625,0.5454545454545454,0.6060606060606061,0.5294117647058824,0.5714285714285714,0.575471097529921,0.035854226439874126,RSI40
0.05276021957397461,0.012989790286539757,0.00607757568359375,0.003144910092037037,tanh,0.01,"(32,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.6666666666666666,0.3333333333333333,0.4444444444444444,0.7272727272727273,0.5,0.5343434343434343,0.144497412058567,16,0.8235294117647058,0.8571428571428571,0.7428571428571429,0.9230769230769231,0.7222222222222222,0.8137657114127702,0.07393792412493727,RSI40
0.034389162063598634,0.009773901769335111,0.007513999938964844,0.004121872170744771,tanh,0.01,"(64,)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.36363636363636365,0.25,0.6,0.4444444444444444,0.6,0.45161616161616164,0.13599741320454112,25,0.5142857142857142,0.55,0.47368421052631576,0.47368421052631576,0.6153846153846154,0.5254077501445923,0.05324465008675538,RSI40
0.03450927734375,0.004868367254760602,0.005406808853149414,0.0006076002770423383,tanh,0.01,"(64,)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.7272727272727273,0.4444444444444444,0.75,0.7272727272727273,0.6,0.6497979797979798,0.11549461556217551,4,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.8421052631578947,0.8205128205128205,0.8214125056230319,0.022878817226512974,RSI40
0.06416540145874024,0.026118497961021916,0.006730890274047852,0.004073981212469139,tanh,0.01,"(32, 16)",0.001,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.0,0.5714285714285714,0.3333333333333333,0.4,0.0,0.26095238095238094,0.2267866829125671,28,0.48,0.2,0.36363636363636365,0.1,0.19047619047619047,0.2668225108225108,0.13633878588930967,RSI40
0.04838433265686035,0.010111841816089508,0.004289770126342773,0.0010372461111747258,tanh,0.01,"(32, 16)",0.01,"{'model__activation': 'tanh', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.0,0.5714285714285714,0.3333333333333333,0.6,0.8,0.4609523809523809,0.2739548268702942,22,0.48,0.8235294117647058,0.8125,0.8888888888888888,0.8205128205128205,0.7650862242332831,0.1451461573034867,RSI40
0.03760995864868164,0.015913692016447,0.005240297317504883,0.0018930397622193712,relu,0.0001,"(32,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.0,0.2857142857142857,0.25,0.0,0.2222222222222222,0.15158730158730158,0.1253968253968254,34,0.07142857142857142,0.0,0.14814814814814814,0.07407407407407407,0.5142857142857142,0.16158730158730156,0.18246884600557056,SMA20_50_200
0.033683156967163085,0.003969955630475162,0.0038038253784179687,0.00040814332210797714,relu,0.0001,"(32,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.2857142857142857,0.8,0.25,0.6666666666666666,0.2222222222222222,0.44492063492063494,0.2400783025032238,18,0.43243243243243246,0.723404255319149,0.14814814814814814,0.8636363636363636,0.6153846153846154,0.5566011629841416,0.24811332866398986,SMA20_50_200
0.026082801818847656,0.0037380919837737394,0.0035979747772216797,0.00021618752397537793,relu,0.0001,"(64,)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.001}",0.5,0.42857142857142855,0.6666666666666666,0.6,0.75,0.589047619047619,0.1146581233963428,4,0.6037735849056604,0.6666666666666666,0.5384615384615384,0.5454545454545454,0.5769230769230769,0.5862558824822977,0.04649497563086098,SMA20_50_200
0.024028253555297852,0.003517892769881076,0.003301095962524414,0.00012613648886022056,relu,0.0001,"(64,)",0.01,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (64,), 'model__learning_rate_init': 0.01}",0.36363636363636365,0.2,0.2,0.6,0.6666666666666666,0.40606060606060607,0.19608659843629733,24,0.6956521739130435,0.65,0.6046511627906976,0.6341463414634146,0.8076923076923077,0.6784283971718926,0.07101826748763769,SMA20_50_200
0.03419737815856934,0.006829912626165383,0.004788637161254883,0.0016007553511412657,relu,0.0001,"(32, 16)",0.001,"{'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.36363636363636365,0.0,0.2857142857142857,0.2857142857142857,0.0,0.18701298701298702,0.15532380662572523,31,0.5263157894736842,0.21428571428571427,0.14285714285714285,0.14814814814814814,0.5641025641025641,0.3191418717734507,0.18667444704246863,SMA20_50_200
