mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,strategy
0.12397985458374024,0.00926200639858934,0.007458114624023437,0.0005415941674290757,,1,2,100,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.6666666666666666,0.4,1.0,0.5,0.8,0.6733333333333332,0.21333333333333332,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CloseSMA200
0.2502141952514648,0.039244480103422644,0.01387019157409668,0.0030224606240399753,,1,2,200,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.6666666666666666,0.4,1.0,0.5,0.8,0.6733333333333332,0.21333333333333332,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CloseSMA200
0.13522605895996093,0.02268996919753305,0.009390497207641601,0.0020082359685455213,,1,5,100,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.8,0.76,0.13063945294843618,1,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9789473684210526,0.025784102555612427,CloseSMA200
0.24116029739379882,0.021006018003453454,0.012636184692382812,0.0020286629627114952,,1,5,200,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.6666666666666666,0.4,1.0,0.6666666666666666,0.8,0.7066666666666667,0.19595917942265426,7,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9789473684210526,0.025784102555612427,CloseSMA200
0.13550524711608886,0.02427920181719736,0.00789036750793457,0.000768949922517691,,2,2,100,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.6666666666666666,0.5,1.0,0.6666666666666666,0.8,0.7266666666666666,0.16653327995729061,4,1.0,0.9473684210526315,1.0,0.9473684210526315,0.9473684210526315,0.968421052631579,0.025784102555612427,CloseSMA200
0.2195443630218506,0.014379934155320599,0.010698413848876953,0.00025113332321709085,,2,2,200,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.6666666666666666,0.4,1.0,0.6666666666666666,0.8,0.7066666666666667,0.19595917942265426,7,1.0,0.9473684210526315,1.0,0.9473684210526315,0.9473684210526315,0.968421052631579,0.025784102555612427,CloseSMA200
0.11784243583679199,0.00974386449482804,0.00968618392944336,0.005353837961241991,,2,5,100,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.6666666666666666,0.4,1.0,0.6666666666666666,0.8,0.7066666666666667,0.19595917942265426,7,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9578947368421051,0.02105263157894739,CloseSMA200
0.22825794219970702,0.008418914698322382,0.0108917236328125,0.0004101105722930468,,2,5,200,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.6666666666666666,0.4,1.0,0.6666666666666666,0.8,0.7066666666666667,0.19595917942265426,7,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9578947368421051,0.02105263157894739,CloseSMA200
0.11492509841918945,0.006809538865504998,0.007546806335449218,0.0010059859711146041,5,1,2,100,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.6666666666666666,0.4,1.0,0.5,0.8,0.6733333333333332,0.21333333333333332,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CloseSMA200
0.21851377487182616,0.010005758958715484,0.012023162841796876,0.002774973670635606,5,1,2,200,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.6666666666666666,0.4,1.0,0.5,0.8,0.6733333333333332,0.21333333333333332,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CloseSMA200
0.12054314613342285,0.012170223602781631,0.007734537124633789,0.0010629839662804406,5,1,5,100,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.8,0.76,0.13063945294843618,1,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9789473684210526,0.025784102555612427,CloseSMA200
